0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.9680034471790684e-18,-0.00015616984384015465,-1.7076184216646695e-18,-2.5337703689632995e-17,0.02919273487716185,-0.013721526920464928,-0.05109846461517211,4.8070892173558804e-17,-0.003287786186108467,-0.0032877861861085873,-0.003287786186108499,-0.0032877861861085227,0.0
-1.9786689647860456e-18,-0.0003143303311291814,-1.3276782404232616e-18,-4.507185100127233e-18,0.059062163154443806,-0.027330209198840407,-0.10257230562092678,1.510858113297716e-17,-0.006617480655351152,-0.0066174806553512405,-0.006617480655351167,-0.00661748065535119,0.0
-5.095750210681871e-18,-0.0004741329360150574,-4.607073615737133e-18,-1.649139080177776e-17,0.0895514803390898,-0.040823160495308555,-0.1543608858335305,2.1689377617173192e-17,-0.009981746021369501,-0.009981746021369779,-0.009981746021369564,-0.009981746021369675,0.0
-5.21772295508649e-18,-0.0006351948399044662,-4.579147830194318e-18,-3.671174649578225e-17,0.12059807354719057,-0.05419693842259534,-0.20639757382375526,2.235374546880822e-17,-0.013372522945357053,-0.013372522945357332,-0.01337252294535712,-0.013372522945357228,0.0
-3.2390539903004445e-18,-0.000797104467869469,-3.1552876792246105e-18,-4.1678618513495934e-17,0.15213413005107682,-0.06744757775042849,-0.25861051237462707,2.706549089055265e-17,-0.01678114669198873,-0.016781146691988918,-0.016781146691988776,-0.016781146691988855,0.0
2.7647155398380363e-18,-0.0009594280698660546,1.954540833524096e-18,-3.8541477401191066e-17,0.18408737715428322,-0.08057063875724159,-0.3109235268811262,4.9140499450913e-17,-0.020198485681390696,-0.02019848568139057,-0.020198485681390634,-0.020198485681390595,0.0
-2.588532686809142e-18,-0.0011217170934896218,-2.8163974083976808e-18,-4.2717177946962744e-17,0.21638193071890297,-0.0935612705654073,-0.3632571434650111,3.5411816759938756e-17,-0.023615096705044605,-0.023615096705044768,-0.023615096705044622,-0.0236150967050447,0.0
-2.9408983928669308e-18,-0.001283516040103812,-2.788873532223541e-18,-5.749986212578864e-17,0.2489392238218961,-0.10641428843292225,-0.4155296803536383,2.1169149735548294e-17,-0.02702139031797492,-0.02702139031797509,-0.027021390317974944,-0.027021390317975017,0.0
-2.4123498337802474e-18,-0.001444370465522551,-2.666427731297722e-18,-4.6290067726612636e-17,0.2816789830760612,-0.1191242630896238,-0.46765837240320185,3.4847169010515897e-17,-0.03040779927415891,-0.030407799274159066,-0.030407799274158924,-0.030407799274159,0.0
-1.1248597539537109e-17,-0.0016038347833238135,-1.0350325945068194e-17,-4.325992754148472e-17,0.31452021848283473,-0.13168561938990977,-0.5195604878802216,3.186218919815111e-17,-0.03376494280681683,-0.03376494280681745,-0.033764942806817,-0.03376494280681726,0.0
-1.2644507836612195e-17,-0.0017614795530653533,-1.2354326681597342e-17,-3.7305013477465284e-17,0.3473821933902631,-0.14409274089563107,-0.5711543987530596,3.6414545718876165e-17,-0.0370837800645334,-0.03708378006453413,-0.0370837800645336,-0.03708378006453391,0.0
-1.530080315920168e-17,-0.0019168979834337167,-1.4425898146915123e-17,-4.34737495807383e-17,0.38018534404107435,-0.15634007657582086,-0.6223605704546754,2.7519430268839522e-17,-0.040355747019656774,-0.040355747019657634,-0.040355747019657016,-0.04035574701965738,0.0
-1.5368565794982025e-17,-0.0020697114452573576,-1.4640400412712783e-17,-5.173547659631223e-17,0.4128521229080321,-0.16842224566010677,-0.6731024437540366,1.8055948225449292e-17,-0.04357287253173342,-0.043572872531734294,-0.04357287253173366,-0.04357287253173403,0.0
-1.1993986533120893e-17,-0.0022195738634011525,-1.1656541267944208e-17,-5.618769415208948e-17,0.4453077459589919,-0.18033413682144128,-0.7233071892450205,1.7687446913538716e-17,-0.04672787080844498,-0.046727870808445676,-0.04672787080844517,-0.04672787080844546,0.0
-1.1750041044311654e-17,-0.0023661749316944165,-1.1004261633214056e-17,-5.564435089789807e-17,0.4774808305334636,-0.19207099826772503,-0.7729063232115472,1.8290383277809352e-17,-0.04981420908830318,-0.04981420908830385,-0.04981420908830337,-0.04981420908830364,0.0
-1.3864235280658388e-17,-0.002509242164091769,-1.2642436373245615e-17,-6.05100998030755e-17,0.5093039170278646,-0.2036285159384006,-0.8218361815076717,1.403422505297216e-17,-0.05282615082298423,-0.052826150822985,-0.052826150822984454,-0.05282615082298476,0.0
-1.4799359654427136e-17,-0.0026485418529275506,-1.3778917370694854e-17,-5.622884039331879e-17,0.5407138735557426,-0.21500287775957402,-0.8700382550070678,1.6086377776125253e-17,-0.05575877585110591,-0.055758775851106744,-0.055758775851106154,-0.055758775851106494,0.0
-1.6601845766184287e-17,-0.002783879048321769,-1.540321772559385e-17,-4.300282987269785e-17,0.5716521877937133,-0.2261908227310707,-0.9174593957348454,1.9161865865312293e-17,-0.05860797996466835,-0.05860797996466928,-0.05860797996466863,-0.05860797996466901,0.0
-1.71168417981149e-17,-0.0029150967006232294,-1.5590774650553502e-17,-4.482681110072662e-17,0.6020651541270979,-0.23718967442664046,-0.9640519068128544,8.221560460411756e-18,-0.06137045685522541,-0.06137045685522635,-0.06137045685522569,-0.061370456855226074,0.0
-1.6967763999398144e-17,-0.0030420741211313065,-1.5358208236481565e-17,-3.6350351166709317e-17,0.6319039669076637,-0.24799735922269073,-1.009773531830954,1.652279637043462e-17,-0.06404366570802704,-0.06404366570802797,-0.06404366570802732,-0.06404366570802769,0.0
